,Date / Time,GF_LTG-KWh.Trend - Present Value (Trend1),GF_SP-KWh.Trend - Present Value (Trend1),GF_AC-KWh.Trend - Present Value (Trend1),1F_SP-KWh.Trend - Present Value (Trend1),1F_AC-KWh.Trend - Present Value (Trend1),1F_LTG-KWh.Trend - Present Value (Trend1),2F_SP-KWh.Trend - Present Value (Trend1),2F_AC-KWh.Trend - Present Value (Trend1),2F_LTG-KWh.Trend - Present Value (Trend1),PUBLIC_AC-KWh.Trend - Present Value (Trend1),PUMP1-KWh.Trend - Present Value (Trend1),LIFT-KWh.Trend - Present Value (Trend1),PUMP2-KWh.Trend - Present Value (Trend1),PUBLIC_SP-KWh.Trend - Present Value (Trend1),PUBLIC_LTG-KWh.Trend - Present Value (Trend1),PUBLIC_SP_E-KWh.Trend - Present Value (Trend1),PUBLIC_LTG_E-KWh.Trend - Present Value (Trend1)
Column,Date / Time,GF_Tenant Lighting[kWh],GF_Tenant Small Power[kWh],GF_Tenant AC[kWh],1F_Tenant Small Power[kWh],1F_Tenant AC[kWh],1F_Tenant Lighting[kWh],2F_Tenant Small Power[kWh],2F_Tenant AC[kWh],2F_Tenant Lighting[kWh],Public_AC[kWh],Pump1[kWh],Lift[kWh],Pump2[kWh],Public_Small Power[kWh],Public_Lighting[kWh],Public_Small Power(essential)[kWh],Public_Lighting(essential)[kWh]
