datetime,GF,day,hour
2015-10-01 00:00:00,2904.0000000009313,1,0
2015-10-01 01:00:00,2955.0,1,1
2015-10-01 02:00:00,3034.0,1,2
2015-10-01 03:00:00,3075.0,1,3
2015-10-01 04:00:00,3084.0,1,4
2015-10-01 05:00:00,3044.0,1,5
2015-10-01 06:00:00,3045.0,1,6
2015-10-01 07:00:00,3310.0,1,7
2015-10-01 08:00:00,6267.0,1,8
2015-10-01 09:00:00,15704.0,1,9
2015-10-01 10:00:00,11320.0,1,10
2015-10-01 11:00:00,14689.0,1,11
2015-10-01 12:00:00,16206.999999999069,1,12
2015-10-01 13:00:00,7422.000000000931,1,13
2015-10-01 14:00:00,15914.0,1,14
2015-10-01 15:00:00,7350.0,1,15
2015-10-01 16:00:00,14992.999999999069,1,16
2015-10-01 17:00:00,13585.0,1,17
2015-10-01 18:00:00,13475.000000000931,1,18
2015-10-01 19:00:00,13322.000000000931,1,19
2015-10-01 20:00:00,10600.0,1,20
2015-10-01 21:00:00,12214.000000000931,1,21
2015-10-01 22:00:00,12010.999999999069,1,22
2015-10-01 23:00:00,3517.0,1,23
2015-10-02 00:00:00,3455.0,2,0
2015-10-02 01:00:00,3494.9999999990687,2,1
2015-10-02 02:00:00,3424.0000000009313,2,2
2015-10-02 03:00:00,3455.0,2,3
2015-10-02 04:00:00,3655.0,2,4
2015-10-02 05:00:00,3444.0,2,5
2015-10-02 06:00:00,3394.0,2,6
2015-10-02 07:00:00,3691.0,2,7
2015-10-02 08:00:00,3670.0,2,8
2015-10-02 09:00:00,5960.0,2,9
2015-10-02 10:00:00,14886.0,2,10
2015-10-02 11:00:00,14700.0,2,11
2015-10-02 12:00:00,14548.0,2,12
2015-10-02 13:00:00,14796.0,2,13
2015-10-02 14:00:00,15139.0,2,14
2015-10-02 15:00:00,13355.0,2,15
2015-10-02 16:00:00,13642.0,2,16
2015-10-02 17:00:00,12489.0,2,17
2015-10-02 18:00:00,13548.0,2,18
2015-10-02 19:00:00,12694.0,2,19
2015-10-02 20:00:00,12976.000000000931,2,20
2015-10-02 21:00:00,11683.999999999069,2,21
2015-10-02 22:00:00,11690.0,2,22
2015-10-02 23:00:00,3916.0,2,23
2015-10-03 00:00:00,3972.0,3,0
2015-10-03 01:00:00,4051.0,3,1
2015-10-03 02:00:00,3904.0,3,2
2015-10-03 03:00:00,3920.0,3,3
2015-10-03 04:00:00,3906.0,3,4
2015-10-03 05:00:00,4070.0,3,5
2015-10-03 06:00:00,3971.0,3,6
2015-10-03 07:00:00,3902.0,3,7
2015-10-03 08:00:00,6166.0,3,8
2015-10-03 09:00:00,13233.0,3,9
2015-10-03 10:00:00,11453.0,3,10
2015-10-03 11:00:00,12339.0,3,11
2015-10-03 12:00:00,11791.0,3,12
2015-10-03 13:00:00,14760.999999999069,3,13
2015-10-03 14:00:00,13555.000000000931,3,14
2015-10-03 15:00:00,13800.0,3,15
2015-10-03 16:00:00,14012.0,3,16
2015-10-03 17:00:00,11663.0,3,17
2015-10-03 18:00:00,13219.999999999069,3,18
2015-10-03 19:00:00,12358.000000000931,3,19
2015-10-03 20:00:00,12743.000000000931,3,20
2015-10-03 21:00:00,12324.999999999069,3,21
2015-10-03 22:00:00,10168.0,3,22
2015-10-03 23:00:00,3308.0,3,23
2015-10-04 00:00:00,3315.0000000009313,4,0
2015-10-04 01:00:00,3345.0,4,1
2015-10-04 02:00:00,3394.0,4,2
2015-10-04 03:00:00,3435.0,4,3
2015-10-04 04:00:00,3383.9999999990687,4,4
2015-10-04 05:00:00,3375.0,4,5
2015-10-04 06:00:00,3444.0,4,6
2015-10-04 07:00:00,3512.0,4,7
2015-10-04 08:00:00,7935.0,4,8
2015-10-04 09:00:00,13031.0,4,9
2015-10-04 10:00:00,14299.0,4,10
2015-10-04 11:00:00,15397.0,4,11
2015-10-04 12:00:00,14043.000000000931,4,12
2015-10-04 13:00:00,13390.999999999069,4,13
2015-10-04 14:00:00,13733.0,4,14
2015-10-04 15:00:00,12701.0,4,15
2015-10-04 16:00:00,12187.0,4,16
2015-10-04 17:00:00,12046.999999999069,4,17
2015-10-04 18:00:00,12802.000000001863,4,18
2015-10-04 19:00:00,13199.999999999069,4,19
2015-10-04 20:00:00,12134.000000000931,4,20
2015-10-04 21:00:00,12796.999999999069,4,21
2015-10-04 22:00:00,11194.0,4,22
2015-10-04 23:00:00,3344.0,4,23
2015-10-05 00:00:00,3365.0,5,0
2015-10-05 01:00:00,3355.0,5,1
2015-10-05 02:00:00,3373.9999999990687,5,2
2015-10-05 03:00:00,3505.0,5,3
2015-10-05 04:00:00,3414.0000000009313,5,4
2015-10-05 05:00:00,3374.0,5,5
2015-10-05 06:00:00,3355.0,5,6
2015-10-05 07:00:00,3701.0,5,7
2015-10-05 08:00:00,3439.0,5,8
2015-10-05 09:00:00,6860.0,5,9
2015-10-05 10:00:00,14205.0,5,10
2015-10-05 11:00:00,13596.999999999069,5,11
2015-10-05 12:00:00,12805.0,5,12
2015-10-05 13:00:00,13729.000000000931,5,13
2015-10-05 14:00:00,12301.0,5,14
2015-10-05 15:00:00,12939.999999999069,5,15
2015-10-05 16:00:00,11629.000000000931,5,16
2015-10-05 17:00:00,12546.0,5,17
2015-10-05 18:00:00,11228.0,5,18
2015-10-05 19:00:00,12236.999999999069,5,19
2015-10-05 20:00:00,12084.000000000931,5,20
2015-10-05 21:00:00,11134.999999999069,5,21
2015-10-05 22:00:00,8697.000000000931,5,22
2015-10-05 23:00:00,3290.0,5,23
2015-10-06 00:00:00,3435.0,6,0
2015-10-06 01:00:00,3283.9999999990687,6,1
2015-10-06 02:00:00,3315.0,6,2
2015-10-06 03:00:00,3445.0000000009313,6,3
2015-10-06 04:00:00,3433.9999999990687,6,4
2015-10-06 05:00:00,3365.0000000009313,6,5
2015-10-06 06:00:00,3354.0,6,6
2015-10-06 07:00:00,3500.0,6,7
2015-10-06 08:00:00,3645.0,6,8
2015-10-06 09:00:00,7524.000000000931,6,9
2015-10-06 10:00:00,12644.999999999069,6,10
2015-10-06 11:00:00,12653.0,6,11
2015-10-06 12:00:00,12161.000000000931,6,12
2015-10-06 13:00:00,12587.999999999069,6,13
2015-10-06 14:00:00,12513.000000000931,6,14
2015-10-06 15:00:00,11992.999999999069,6,15
2015-10-06 16:00:00,12538.0,6,16
2015-10-06 17:00:00,11335.0,6,17
2015-10-06 18:00:00,11664.000000000931,6,18
2015-10-06 19:00:00,10409.999999999069,6,19
2015-10-06 20:00:00,11629.000000000931,6,20
2015-10-06 21:00:00,10737.999999999069,6,21
2015-10-06 22:00:00,7512.000000000931,6,22
2015-10-06 23:00:00,3327.9999999981374,6,23
2015-10-07 00:00:00,3465.0,7,0
2015-10-07 01:00:00,3305.0000000009313,7,1
2015-10-07 02:00:00,3354.0,7,2
2015-10-07 03:00:00,3375.0,7,3
2015-10-07 04:00:00,3375.0,7,4
2015-10-07 05:00:00,3474.0000000009313,7,5
2015-10-07 06:00:00,3375.0,7,6
2015-10-07 07:00:00,3449.0,7,7
2015-10-07 08:00:00,3468.9999999990687,7,8
2015-10-07 09:00:00,9123.0,7,9
2015-10-07 10:00:00,10766.999999999069,7,10
2015-10-07 11:00:00,11248.000000000931,7,11
2015-10-07 12:00:00,10609.000000000931,7,12
2015-10-07 13:00:00,11592.999999998137,7,13
2015-10-07 14:00:00,11839.0,7,14
2015-10-07 15:00:00,11757.000000001863,7,15
2015-10-07 16:00:00,11059.999999999069,7,16
2015-10-07 17:00:00,11930.000000000931,7,17
2015-10-07 18:00:00,11352.999999998137,7,18
2015-10-07 19:00:00,11599.000000000931,7,19
2015-10-07 20:00:00,10789.0,7,20
2015-10-07 21:00:00,9706.0,7,21
2015-10-07 22:00:00,10344.0,7,22
2015-10-07 23:00:00,5506.0,7,23
2015-10-08 00:00:00,3515.0,8,0
2015-10-08 01:00:00,3614.0,8,1
2015-10-08 02:00:00,3515.0,8,2
2015-10-08 03:00:00,3605.0,8,3
2015-10-08 04:00:00,3534.0,8,4
2015-10-08 05:00:00,3485.0,8,5
2015-10-08 06:00:00,3663.9999999990687,8,6
2015-10-08 07:00:00,3690.0000000009313,8,7
2015-10-08 08:00:00,3616.0000000009313,8,8
2015-10-08 09:00:00,5491.999999999069,8,9
2015-10-08 10:00:00,11868.000000000931,8,10
2015-10-08 11:00:00,11144.999999999069,8,11
2015-10-08 12:00:00,11769.0,8,12
2015-10-08 13:00:00,8530.0,8,13
2015-10-08 14:00:00,13283.0,8,14
2015-10-08 15:00:00,12548.0,8,15
2015-10-08 16:00:00,11786.999999999069,8,16
2015-10-08 17:00:00,12258.000000000931,8,17
2015-10-08 18:00:00,10465.999999999069,8,18
2015-10-08 19:00:00,11009.000000000931,8,19
2015-10-08 20:00:00,10203.0,8,20
2015-10-08 21:00:00,9765.0,8,21
2015-10-08 22:00:00,5510.0,8,22
2015-10-08 23:00:00,3217.0,8,23
2015-10-09 00:00:00,3145.0,9,0
2015-10-09 01:00:00,3084.0,9,1
2015-10-09 02:00:00,3245.0000000009313,9,2
2015-10-09 03:00:00,3195.0,9,3
2015-10-09 04:00:00,3114.0,9,4
2015-10-09 05:00:00,3115.0,9,5
2015-10-09 06:00:00,3113.9999999990687,9,6
2015-10-09 07:00:00,3321.0,9,7
2015-10-09 08:00:00,3382.0,9,8
2015-10-09 09:00:00,6060.0,9,9
2015-10-09 10:00:00,11768.000000000931,9,10
2015-10-09 11:00:00,12185.0,9,11
2015-10-09 12:00:00,12122.999999999069,9,12
2015-10-09 13:00:00,10230.0,9,13
2015-10-09 14:00:00,12311.999999999069,9,14
2015-10-09 15:00:00,12808.000000000931,9,15
2015-10-09 16:00:00,11852.0,9,16
2015-10-09 17:00:00,12367.000000000931,9,17
2015-10-09 18:00:00,11472.999999999069,9,18
2015-10-09 19:00:00,12175.0,9,19
2015-10-09 20:00:00,10705.0,9,20
2015-10-09 21:00:00,11199.0,9,21
2015-10-09 22:00:00,5596.999999999069,9,22
2015-10-09 23:00:00,3208.0000000009313,9,23
2015-10-10 00:00:00,3185.0,10,0
2015-10-10 01:00:00,3154.0000000009313,10,1
2015-10-10 02:00:00,3204.9999999990687,10,2
2015-10-10 03:00:00,3274.0000000009313,10,3
2015-10-10 04:00:00,3205.0,10,4
2015-10-10 05:00:00,3253.9999999990687,10,5
2015-10-10 06:00:00,3125.0,10,6
2015-10-10 07:00:00,3342.0000000009313,10,7
2015-10-10 08:00:00,4762.999999999069,10,8
2015-10-10 09:00:00,10659.0,10,9
2015-10-10 10:00:00,10351.0,10,10
2015-10-10 11:00:00,10919.0,10,11
2015-10-10 12:00:00,10145.999999999069,10,12
2015-10-10 13:00:00,11054.000000000931,10,13
2015-10-10 14:00:00,10292.0,10,14
2015-10-10 15:00:00,10529.0,10,15
2015-10-10 16:00:00,11347.0,10,16
2015-10-10 17:00:00,10595.0,10,17
2015-10-10 18:00:00,10371.0,10,18
2015-10-10 19:00:00,9880.0,10,19
2015-10-10 20:00:00,10686.0,10,20
2015-10-10 21:00:00,8905.0,10,21
2015-10-10 22:00:00,5511.0,10,22
2015-10-10 23:00:00,2988.0,10,23
2015-10-11 00:00:00,3065.0,11,0
2015-10-11 01:00:00,3054.0,11,1
2015-10-11 02:00:00,3025.0,11,2
2015-10-11 03:00:00,2984.0,11,3
2015-10-11 04:00:00,3073.9999999990687,11,4
2015-10-11 05:00:00,3075.0,11,5
2015-10-11 06:00:00,2964.0000000009313,11,6
2015-10-11 07:00:00,3181.0,11,7
2015-10-11 08:00:00,4289.999999999069,11,8
2015-10-11 09:00:00,8397.000000000931,11,9
2015-10-11 10:00:00,9245.0,11,10
2015-10-11 11:00:00,8987.0,11,11
2015-10-11 12:00:00,8893.0,11,12
2015-10-11 13:00:00,9087.0,11,13
2015-10-11 14:00:00,9228.0,11,14
2015-10-11 15:00:00,9154.000000000931,11,15
2015-10-11 16:00:00,8427.999999999069,11,16
2015-10-11 17:00:00,8181.0,11,17
2015-10-11 18:00:00,8391.000000000931,11,18
2015-10-11 19:00:00,8854.999999999069,11,19
2015-10-11 20:00:00,8716.0,11,20
2015-10-11 21:00:00,8617.0,11,21
2015-10-11 22:00:00,6271.0,11,22
2015-10-11 23:00:00,2717.0,11,23
2015-10-12 00:00:00,2655.0,12,0
2015-10-12 01:00:00,2864.0,12,1
2015-10-12 02:00:00,2635.0,12,2
2015-10-12 03:00:00,2733.9999999990687,12,3
2015-10-12 04:00:00,2695.0,12,4
2015-10-12 05:00:00,2744.0000000009313,12,5
2015-10-12 06:00:00,2784.0,12,6
2015-10-12 07:00:00,2861.0,12,7
2015-10-12 08:00:00,2799.9999999990687,12,8
2015-10-12 09:00:00,4438.000000000931,12,9
2015-10-12 10:00:00,7944.0,12,10
2015-10-12 11:00:00,8544.0,12,11
2015-10-12 12:00:00,8603.0,12,12
2015-10-12 13:00:00,8353.000000000931,12,13
2015-10-12 14:00:00,8384.999999999069,12,14
2015-10-12 15:00:00,8577.0,12,15
2015-10-12 16:00:00,8137.0,12,16
2015-10-12 17:00:00,7897.0,12,17
2015-10-12 18:00:00,8292.999999999069,12,18
2015-10-12 19:00:00,8261.000000001863,12,19
2015-10-12 20:00:00,8216.999999999069,12,20
2015-10-12 21:00:00,8016.0,12,21
2015-10-12 22:00:00,7430.0,12,22
2015-10-12 23:00:00,3301.0,12,23
2015-10-13 00:00:00,3192.0,13,0
